review_id,reviewer_id,restaurant_id,restaurant_city,timestamp,rating,reviewer_total_reviews,is_local_guide
rev00029,u_9a7b3a0d,r_4af030,NYC,2026-01-05,5.0,172,True
rev00030,u_46bd41a1,r_4af030,NYC,2026-01-04,5.0,142,True
rev00031,u_e071051c,r_4af030,NYC,2025-12-30,5.0,11,True
rev00032,u_d6371942,r_4af030,NYC,2025-12-29,5.0,5,False
rev00033,u_73cce5ec,r_4af030,NYC,2025-12-28,4.0,55,True
rev00034,u_5f3db316,r_4af030,NYC,2025-12-28,5.0,13,True
rev00035,u_6cbffbc0,r_4af030,NYC,2025-12-28,5.0,4,False
rev00036,u_870a319c,r_4af030,NYC,2025-12-27,4.0,87,True
rev00037,u_87d62d78,r_4af030,NYC,2025-12-27,5.0,132,True
rev00038,u_2d4765de,r_4af030,NYC,2025-12-25,5.0,5,False
rev00039,u_f391d860,r_4af030,NYC,2025-12-25,5.0,108,True
rev00040,u_01c165cc,r_4af030,NYC,2025-12-24,5.0,1,True
rev00041,u_42c76fea,r_4af030,NYC,2025-12-24,5.0,44,True
rev00042,u_74cac4bd,r_4af030,NYC,2025-12-23,5.0,6,False
rev00043,u_d04116dc,r_4af030,NYC,2025-12-22,5.0,7,False
rev00044,u_2d95d47c,r_4af030,NYC,2025-12-22,1.0,4,False
rev00045,u_a977667c,r_4af030,NYC,2025-12-21,5.0,45,True
rev00046,u_513fb289,r_4af030,NYC,2025-12-21,1.0,0,False
rev00047,u_daacd353,r_4af030,NYC,2025-12-21,5.0,19,True
rev00048,u_38534547,r_4af030,NYC,2025-12-20,5.0,230,True
rev00049,u_40f21153,r_4af030,NYC,2025-12-20,5.0,11,False
rev00050,u_e142cded,r_4af030,NYC,2025-12-18,5.0,1,False
rev00051,u_b634d674,r_e60649,NYC,2026-03-10,5.0,19,True
rev00052,u_f8b35625,r_e60649,NYC,2026-02-09,3.0,995,True
rev00053,u_9378e348,r_e60649,NYC,2026-01-17,1.0,3,False
rev00054,u_9b27f7f7,r_e60649,NYC,2025-12-05,5.0,78,True
rev00055,u_6631f821,r_e60649,NYC,2025-10-23,1.0,13,False
rev00056,u_47693943,r_e60649,NYC,2025-10-15,1.0,0,False
rev00057,u_d0c7bf46,r_e60649,NYC,2025-09-12,1.0,1,False
rev00058,u_2d34170a,r_e60649,NYC,2025-08-13,4.0,7,True
rev00059,u_c32a7b0d,r_e60649,NYC,2025-07-03,5.0,155,True
rev00060,u_829b5792,r_e60649,NYC,2025-07-03,4.0,45,True
rev00061,u_922b4ce7,r_e60649,NYC,2025-06-01,5.0,50,True
rev00062,u_54810c1a,r_e60649,NYC,2025-05-21,4.0,581,True
rev00063,u_f0a3b07e,r_e60649,NYC,2025-04-21,5.0,115,True
rev00064,u_f33c0ddd,r_e60649,NYC,2025-03-22,5.0,54,True
rev00065,u_ddbe5a7d,r_e60649,NYC,2025-02-24,5.0,207,True
rev00066,u_db058907,r_e60649,NYC,2025-02-07,5.0,143,True
rev00067,u_f2bdae35,r_e60649,NYC,2025-01-20,5.0,68,True
rev00068,u_35115c69,r_e60649,NYC,2025-01-07,3.0,14,True
rev00069,u_1aa2ad4f,r_e60649,NYC,2025-01-04,1.0,20,True
rev00070,u_d45e1d31,r_e60649,NYC,2024-12-26,3.0,15,False
rev00071,u_b8c0d5b2,r_e60649,NYC,2024-12-23,5.0,72,True
rev00072,u_10c2cc29,r_e60649,NYC,2024-12-19,2.0,36,True
rev00073,u_8eb2a367,r_e60649,NYC,2024-12-17,1.0,9,False
rev00074,u_3a98fc29,r_e60649,NYC,2024-11-28,4.0,11,True
rev00075,u_943d43a1,r_e60649,NYC,2024-11-20,5.0,2,False
rev00076,u_a0b1b3e3,r_e60649,NYC,2024-10-21,5.0,5,True
rev00077,u_04d24c1b,r_e60649,NYC,2024-10-12,5.0,280,True
rev00078,u_0d0c81c8,r_e60649,NYC,2024-10-04,4.0,123,True
rev00079,u_888a1713,r_e60649,NYC,2024-09-28,5.0,12,True
rev00080,u_401bab12,r_e60649,NYC,2024-08-26,5.0,580,True
rev00081,u_51999d1a,r_e60649,NYC,2024-08-15,2.0,45,True
rev00082,u_e1271eea,r_e60649,NYC,2024-08-01,5.0,353,True
rev00083,u_8a74c6af,r_e60649,NYC,2024-08-01,2.0,1752,True
rev00084,u_e1b1fa48,r_e60649,NYC,2024-07-29,5.0,380,True
rev00085,u_ee917ddf,r_e60649,NYC,2024-07-15,5.0,755,True
rev00086,u_9b26ca14,r_e60649,NYC,2024-05-15,5.0,226,True
rev00087,u_6a93d73b,r_e60649,NYC,2024-05-06,5.0,0,False
rev00088,u_0f51fec9,r_e60649,NYC,2024-04-24,5.0,0,False
rev00089,u_38301575,r_e60649,NYC,2024-04-11,5.0,12,True
rev00090,u_a7c31deb,r_e60649,NYC,2024-04-04,2.0,5,False
rev00091,u_c8e99e8f,r_e60649,NYC,2024-04-01,3.0,8,False
rev00092,u_0bb4b8a8,r_e60649,NYC,2024-03-12,5.0,41,True
rev00093,u_ccf8c365,r_e60649,NYC,2024-02-26,3.0,205,True
rev00094,u_2812b163,r_e60649,NYC,2024-02-24,3.0,52,True
rev00095,u_939acc0e,r_e60649,NYC,2024-02-10,5.0,260,True
rev00096,u_e61ed908,r_e60649,NYC,2024-02-02,5.0,47,True
rev00097,u_5da0cbe3,r_e60649,NYC,2024-02-02,5.0,72,True
rev00098,u_bc208399,r_e60649,NYC,2024-01-25,5.0,35,True
rev00099,u_3389980c,r_e60649,NYC,2024-01-05,5.0,113,True
rev00100,u_acfa0ada,r_e60649,NYC,2023-12-26,5.0,740,True
rev00101,u_974f7806,r_0ff097,NYC,2026-03-17,5.0,18,True
rev00102,u_898d950a,r_0ff097,NYC,2026-03-06,2.0,15,True
rev00103,u_b67a54c4,r_0ff097,NYC,2026-02-15,5.0,46,True
rev00104,u_de7e9fa3,r_0ff097,NYC,2026-01-18,1.0,14,True
rev00105,u_5fe304af,r_0ff097,NYC,2026-01-16,5.0,2,False
rev00106,u_0d35eb60,r_0ff097,NYC,2026-01-10,5.0,51,True
rev00107,u_7d352711,r_0ff097,NYC,2026-01-02,4.0,46,True
rev00108,u_68815836,r_0ff097,NYC,2025-12-29,5.0,0,False
rev00109,u_e0ead001,r_0ff097,NYC,2025-12-28,5.0,1,False
rev00110,u_c0908217,r_0ff097,NYC,2025-12-16,5.0,2,False
rev00111,u_54122f24,r_0ff097,NYC,2025-12-16,1.0,5,False
rev00112,u_5d91444a,r_0ff097,NYC,2025-12-13,5.0,3,False
rev00113,u_07dcccff,r_0ff097,NYC,2025-11-30,5.0,6,False
rev00114,u_07e64fce,r_0ff097,NYC,2025-11-22,5.0,226,True
rev00115,u_3eddd5c0,r_0ff097,NYC,2025-11-10,5.0,25,True
rev00116,u_579134da,r_0ff097,NYC,2025-10-28,5.0,11,True
rev00117,u_9916ce51,r_0ff097,NYC,2025-10-25,1.0,2,False
rev00118,u_1e1e81a2,r_0ff097,NYC,2025-10-21,5.0,4,False
rev00119,u_2e68e8f2,r_0ff097,NYC,2025-10-19,1.0,12,False
rev00120,u_ccc294cf,r_0ff097,NYC,2025-10-06,5.0,46,True
rev00121,u_07c1bd75,r_0ff097,NYC,2025-09-13,1.0,14,True
rev00122,u_cdd222a0,r_0ff097,NYC,2025-09-12,4.0,18,True
rev00123,u_001a70c2,r_0ff097,NYC,2025-09-11,5.0,11,False
rev00124,u_672779ef,r_0ff097,NYC,2025-08-31,2.0,23,True
rev00125,u_b98e5d90,r_0ff097,NYC,2025-08-31,2.0,49,True
rev00126,u_54ed4133,r_0ff097,NYC,2025-08-08,5.0,7,True
rev00127,u_7f0d909a,r_0ff097,NYC,2025-07-29,5.0,7,False
rev00128,u_8870acda,r_0ff097,NYC,2025-07-22,5.0,56,True
rev00129,u_1c1b6fde,r_0ff097,NYC,2025-07-09,5.0,6,False
rev00130,u_5c82717d,r_0ff097,NYC,2025-07-09,5.0,0,False
rev00131,u_c6efc594,r_0ff097,NYC,2025-07-09,5.0,12,True
rev00132,u_be0e4fc2,r_0ff097,NYC,2025-07-09,5.0,3,False
rev00133,u_4511da31,r_0ff097,NYC,2025-06-30,1.0,1,False
rev00134,u_4c41669a,r_0ff097,NYC,2025-06-24,5.0,21,True
rev00135,u_87714ff7,r_0ff097,NYC,2025-06-14,5.0,14,True
rev00136,u_85faa962,r_0ff097,NYC,2025-06-06,5.0,4,False
rev00137,u_3d781e01,r_0ff097,NYC,2025-06-06,5.0,10,False
rev00138,u_04cee321,r_0ff097,NYC,2025-06-01,5.0,16,True
rev00139,u_c2b9b4c8,r_0ff097,NYC,2025-05-23,5.0,60,True
rev00140,u_2a588b41,r_0ff097,NYC,2025-05-13,5.0,8,False
rev00141,u_9b77aa85,r_0ff097,NYC,2025-05-10,5.0,4,False
rev00142,u_feccfb64,r_0ff097,NYC,2025-05-10,5.0,6,False
rev00143,u_a00c46c9,r_0ff097,NYC,2025-05-09,5.0,8,False
rev00144,u_502ca4c8,r_0ff097,NYC,2025-05-08,5.0,3,False
rev00145,u_f7c22640,r_0ff097,NYC,2025-05-08,1.0,10,False
rev00146,u_01a8f634,r_0ff097,NYC,2025-05-01,2.0,15,False
rev00147,u_0fceca48,r_0ff097,NYC,2025-04-26,5.0,17,True
rev00148,u_e5145bd6,r_0ff097,NYC,2025-04-18,5.0,36,True
rev00149,u_a4c335a8,r_0ff097,NYC,2025-04-17,5.0,769,True
rev00150,u_07d3e73d,r_0ff097,NYC,2025-04-12,4.0,27,True
rev00151,u_d7e54f4d,r_e21305,NYC,2026-03-24,4.0,12,True
rev00152,u_6ad0cfec,r_e21305,NYC,2026-03-19,5.0,41,True
rev00153,u_b69619ac,r_e21305,NYC,2026-03-17,4.0,2,False
rev00154,u_c4b34468,r_e21305,NYC,2026-03-17,5.0,35,True
rev00155,u_1038d755,r_e21305,NYC,2026-03-17,5.0,21,True
rev00156,u_508e6491,r_e21305,NYC,2026-03-16,4.0,1236,True
rev00157,u_e47d17f0,r_e21305,NYC,2026-03-14,5.0,30,True
rev00158,u_56ab2268,r_e21305,NYC,2026-03-13,5.0,138,True
rev00159,u_425c336b,r_e21305,NYC,2026-03-13,5.0,14,False
rev00160,u_d10c251b,r_e21305,NYC,2026-03-03,5.0,3,False
rev00161,u_9e9d6168,r_e21305,NYC,2026-03-02,5.0,68,True
rev00162,u_cdb1f931,r_e21305,NYC,2026-03-01,5.0,12,True
rev00163,u_faa4cac9,r_e21305,NYC,2026-02-28,4.0,18,True
rev00164,u_5366415c,r_e21305,NYC,2026-02-28,5.0,37,True
rev00165,u_ccc1f34d,r_e21305,NYC,2026-02-25,4.0,407,True
rev00166,u_e85ee114,r_e21305,NYC,2026-02-21,5.0,2,False
rev00167,u_c9f98dcb,r_e21305,NYC,2026-02-20,5.0,23,True
rev00168,u_9c4f1192,r_e21305,NYC,2026-02-20,5.0,40,True
rev00169,u_fab5b2b9,r_e21305,NYC,2026-02-16,5.0,1794,True
rev00170,u_17f7279d,r_e21305,NYC,2026-02-15,5.0,419,True
rev00171,u_d3977d0e,r_e21305,NYC,2026-02-15,1.0,10,True
rev00172,u_2c513e8f,r_e21305,NYC,2026-02-15,4.0,3,False
rev00173,u_e2c1befe,r_e21305,NYC,2026-02-14,5.0,143,True
rev00174,u_4207ac01,r_e21305,NYC,2026-02-12,4.0,10,False
rev00175,u_df67ffd1,r_e21305,NYC,2026-02-08,5.0,10,False
rev00176,u_9dc90572,r_e21305,NYC,2026-02-07,5.0,3,False
rev00177,u_a9b245ea,r_e21305,NYC,2026-02-06,4.0,193,True
rev00178,u_883d22fc,r_e21305,NYC,2026-02-03,5.0,31,True
rev00179,u_7e5cf061,r_e21305,NYC,2026-02-01,1.0,4,False
rev00180,u_022c54fb,r_e21305,NYC,2026-01-31,5.0,13,False
rev00181,u_efdff4f2,r_e21305,NYC,2026-01-30,5.0,5,False
rev00182,u_91ff3bb5,r_e21305,NYC,2026-01-28,5.0,6,True
rev00183,u_c07ccdb1,r_e21305,NYC,2026-01-27,5.0,6,False
rev00184,u_f5376ac3,r_e21305,NYC,2026-01-26,3.0,38,True
rev00185,u_a9611a26,r_e21305,NYC,2026-01-25,4.0,34,True
rev00186,u_3c1d97da,r_e21305,NYC,2026-01-24,5.0,10,True
rev00187,u_d5916143,r_e21305,NYC,2026-01-22,5.0,1304,True
rev00188,u_51728466,r_e21305,NYC,2026-01-17,5.0,32,True
rev00189,u_73682d17,r_e21305,NYC,2026-01-16,5.0,443,True
rev00190,u_57748d17,r_e21305,NYC,2026-01-16,5.0,4,False
rev00191,u_c1549c51,r_e21305,NYC,2026-01-16,5.0,5,False
rev00192,u_f00929fd,r_e21305,NYC,2026-01-15,1.0,49,True
rev00193,u_3f7ef718,r_e21305,NYC,2026-01-14,3.0,14,False
rev00194,u_669d881c,r_e21305,NYC,2026-01-13,5.0,107,True
rev00195,u_79aa2d29,r_e21305,NYC,2026-01-11,5.0,5,True
rev00196,u_2f655e2a,r_e21305,NYC,2026-01-10,5.0,1,False
rev00197,u_9bb7e4bc,r_e21305,NYC,2026-01-08,4.0,22,True
rev00198,u_d161a527,r_e21305,NYC,2026-01-08,5.0,7,False
rev00199,u_32577c36,r_e21305,NYC,2026-01-07,5.0,529,True
rev00200,u_5373ed8c,r_e21305,NYC,2026-01-06,4.0,6,True
rev00201,u_2adfdac2,r_ce1797,NYC,2026-03-24,5.0,992,True
rev00202,u_b3006adc,r_ce1797,NYC,2026-03-23,5.0,3,False
rev00203,u_256adc1d,r_ce1797,NYC,2026-03-21,4.0,17,True
rev00204,u_e185f146,r_ce1797,NYC,2026-03-14,5.0,7,True
rev00205,u_4c7105ea,r_ce1797,NYC,2026-03-12,3.0,25,True
rev00206,u_419438d4,r_ce1797,NYC,2026-03-07,5.0,83,True
rev00207,u_c1f0e181,r_ce1797,NYC,2026-03-01,4.0,1,False
rev00208,u_a4df96bc,r_ce1797,NYC,2026-02-19,5.0,54,True
rev00209,u_79f038de,r_ce1797,NYC,2026-02-17,5.0,3,False
rev00210,u_31b16025,r_ce1797,NYC,2026-02-05,5.0,6,False
rev00211,u_28475d05,r_ce1797,NYC,2026-02-03,5.0,100,True
rev00212,u_6d5d2b13,r_ce1797,NYC,2026-01-29,5.0,1,False
rev00213,u_75c5818c,r_ce1797,NYC,2026-01-22,5.0,17,True
rev00214,u_f0e1ab76,r_ce1797,NYC,2026-01-20,5.0,2,False
rev00215,u_80218a00,r_ce1797,NYC,2026-01-18,5.0,2,False
rev00216,u_27c7718f,r_ce1797,NYC,2026-01-15,5.0,28,True
rev00217,u_717e3677,r_ce1797,NYC,2026-01-04,1.0,6,False
rev00218,u_0c5b26fd,r_ce1797,NYC,2026-01-03,5.0,78,True
rev00219,u_3f727d4c,r_ce1797,NYC,2026-01-03,5.0,121,True
rev00220,u_6550b4dc,r_ce1797,NYC,2026-01-01,4.0,182,True
rev00221,u_54ecc7a9,r_ce1797,NYC,2025-12-31,5.0,7,False
rev00222,u_11133364,r_ce1797,NYC,2025-12-20,5.0,20,True
rev00223,u_596509e9,r_ce1797,NYC,2025-12-15,5.0,18,True
rev00224,u_d88faf1d,r_ce1797,NYC,2025-12-05,5.0,10,False
rev00225,u_c5235d74,r_ce1797,NYC,2025-12-01,5.0,11,False
rev00226,u_3f98a1aa,r_ce1797,NYC,2025-11-29,5.0,189,True
rev00227,u_1d6156f5,r_ce1797,NYC,2025-11-28,4.0,181,True
rev00228,u_20f3dfe7,r_ce1797,NYC,2025-11-24,5.0,5,False
rev00229,u_e210be63,r_ce1797,NYC,2025-11-23,5.0,5,False
rev00230,u_dc5dbdb2,r_ce1797,NYC,2025-11-21,5.0,2,False
rev00231,u_5059a63f,r_ce1797,NYC,2025-11-21,5.0,283,True
rev00232,u_9cfc5702,r_ce1797,NYC,2025-11-17,5.0,17,True
rev00233,u_5d1d81ed,r_ce1797,NYC,2025-11-17,5.0,16,True
rev00234,u_358efe88,r_ce1797,NYC,2025-11-14,2.0,66,True
rev00235,u_f9fb77ba,r_ce1797,NYC,2025-11-14,2.0,24,True
rev00236,u_f9b398e0,r_ce1797,NYC,2025-11-08,3.0,241,True
rev00237,u_621b6af4,r_ce1797,NYC,2025-11-07,5.0,4,False
rev00238,u_f35e9e08,r_ce1797,NYC,2025-11-05,5.0,18,True
rev00239,u_5080622b,r_ce1797,NYC,2025-10-30,5.0,4,False
rev00240,u_aacbf4e6,r_ce1797,NYC,2025-10-26,5.0,22,True
rev00241,u_fac2caf7,r_ce1797,NYC,2025-10-23,5.0,7,False
rev00242,u_d6404907,r_ce1797,NYC,2025-10-14,2.0,30,True
rev00243,u_bb835fb9,r_ce1797,NYC,2025-09-23,5.0,1,False
rev00244,u_19ae516a,r_ce1797,NYC,2025-09-23,5.0,9,False
rev00245,u_27cea1bd,r_ce1797,NYC,2025-09-16,4.0,3,False
rev00246,u_c7a5e6e4,r_ce1797,NYC,2025-09-14,5.0,122,True
rev00247,u_7a49fd48,r_ce1797,NYC,2025-09-14,5.0,85,True
rev00248,u_6f6ec0a7,r_ce1797,NYC,2025-09-12,5.0,17,True
rev00249,u_f49a2cb4,r_ce1797,NYC,2025-09-09,3.0,15,True
rev00250,u_80bb6fc4,r_ce1797,NYC,2025-09-02,5.0,51,True
rev00251,u_e2a52023,r_0b9aca,NYC,2026-03-23,4.0,17,True
rev00252,u_02cec698,r_0b9aca,NYC,2026-03-21,4.0,280,True
rev00253,u_05efa425,r_0b9aca,NYC,2026-03-20,5.0,39,True
rev00254,u_dee90b01,r_0b9aca,NYC,2026-03-20,5.0,1,False
rev00255,u_ffb5fba5,r_0b9aca,NYC,2026-03-19,5.0,65,True
rev00256,u_0a4e7356,r_0b9aca,NYC,2026-03-18,5.0,0,False
rev00257,u_d46cf962,r_0b9aca,NYC,2026-03-18,4.0,28,True
rev00258,u_186d9d79,r_0b9aca,NYC,2026-03-17,5.0,16,True
rev00259,u_be29de17,r_0b9aca,NYC,2026-03-16,5.0,14,True
rev00260,u_f49139df,r_0b9aca,NYC,2026-03-16,5.0,52,True
rev00261,u_9644e9b5,r_0b9aca,NYC,2026-03-16,4.0,45,True
rev00262,u_c8cdef16,r_0b9aca,NYC,2026-03-15,5.0,2,False
rev00263,u_4282ff66,r_0b9aca,NYC,2026-03-15,5.0,8,False
rev00264,u_1aa3ff07,r_0b9aca,NYC,2026-03-14,1.0,8,False
rev00265,u_a16c3fba,r_0b9aca,NYC,2026-03-14,2.0,3,False
rev00266,u_58ffdcfa,r_0b9aca,NYC,2026-03-10,5.0,13,True
rev00267,u_4274f898,r_0b9aca,NYC,2026-03-08,4.0,62,True
rev00268,u_d6531e05,r_0b9aca,NYC,2026-03-08,1.0,22,True
rev00269,u_0196534a,r_0b9aca,NYC,2026-03-08,1.0,3,False
rev00270,u_2f6242c8,r_0b9aca,NYC,2026-03-07,5.0,3,True
rev00271,u_7363646a,r_0b9aca,NYC,2026-03-07,1.0,16,True
rev00272,u_cb0c6724,r_0b9aca,NYC,2026-03-06,4.0,71,True
rev00273,u_d56f3c1e,r_0b9aca,NYC,2026-03-05,2.0,11,True
rev00274,u_dff8faae,r_0b9aca,NYC,2026-03-02,5.0,12,True
rev00275,u_1d0a80cd,r_0b9aca,NYC,2026-02-28,5.0,2,False
rev00276,u_0985e67f,r_0b9aca,NYC,2026-02-27,5.0,5,False
rev00277,u_2ed8c335,r_0b9aca,NYC,2026-02-26,4.0,56,True
rev00278,u_2a1acb38,r_0b9aca,NYC,2026-02-25,4.0,492,True
rev00279,u_0bd56fb6,r_0b9aca,NYC,2026-02-17,5.0,8,False
rev00280,u_5acd4617,r_0b9aca,NYC,2026-02-16,5.0,2,False
rev00281,u_7c042873,r_0b9aca,NYC,2026-02-15,5.0,2,False
rev00282,u_876e4bcd,r_0b9aca,NYC,2026-02-15,5.0,25,True
rev00283,u_e73f28aa,r_0b9aca,NYC,2026-02-14,5.0,16,True
rev00284,u_0cdd9973,r_0b9aca,NYC,2026-02-13,4.0,35,True
rev00285,u_f9c78f4c,r_0b9aca,NYC,2026-02-09,5.0,7,False
rev00286,u_9de8071f,r_0b9aca,NYC,2026-02-07,5.0,19,True
rev00287,u_11c0f96a,r_0b9aca,NYC,2026-02-04,5.0,9,False
rev00288,u_c589fa76,r_0b9aca,NYC,2026-02-03,4.0,25,True
rev00289,u_8a22965c,r_0b9aca,NYC,2026-02-01,5.0,6,False
rev00290,u_2dac8f7d,r_0b9aca,NYC,2026-02-01,5.0,33,True
rev00291,u_0abd9b37,r_0b9aca,NYC,2026-01-30,4.0,9,True
rev00292,u_cc3b037d,r_0b9aca,NYC,2026-01-25,5.0,24,True
rev00293,u_69950352,r_0b9aca,NYC,2026-01-23,4.0,16,True
rev00294,u_ce6674de,r_0b9aca,NYC,2026-01-23,5.0,40,True
rev00295,u_02078e92,r_0b9aca,NYC,2026-01-21,5.0,15,False
rev00296,u_df3ab9bc,r_0b9aca,NYC,2026-01-21,5.0,1364,True
rev00297,u_7c741d62,r_0b9aca,NYC,2026-01-21,1.0,9,False
rev00298,u_46be0d02,r_0b9aca,NYC,2026-01-20,5.0,64,True
rev00299,u_93dd4a6e,r_0b9aca,NYC,2026-01-20,5.0,11,False
rev00300,u_d7039a2e,r_0b9aca,NYC,2026-01-19,2.0,3,False
rev00301,u_97d108ef,r_62cd34,NYC,2026-03-17,5.0,5,False
rev00302,u_43c57830,r_62cd34,NYC,2026-03-16,5.0,1,False
rev00303,u_036e1360,r_62cd34,NYC,2026-03-16,5.0,5,False
rev00304,u_6da74511,r_62cd34,NYC,2026-03-01,1.0,93,True
rev00305,u_40eeb04a,r_62cd34,NYC,2026-02-09,5.0,1,False
rev00306,u_6b7304ca,r_62cd34,NYC,2026-01-26,5.0,9,False
rev00307,u_88a9aaad,r_62cd34,NYC,2026-01-19,5.0,5,False
rev00308,u_1796bbb7,r_62cd34,NYC,2026-01-19,5.0,6,False
rev00309,u_d4835678,r_62cd34,NYC,2026-01-18,1.0,14,True
rev00310,u_8b7701e3,r_62cd34,NYC,2026-01-15,5.0,5,False
rev00311,u_d657ce89,r_62cd34,NYC,2026-01-14,5.0,1,False
rev00312,u_7b30d6f6,r_62cd34,NYC,2026-01-13,5.0,5,False
rev00313,u_0e829161,r_62cd34,NYC,2025-12-19,5.0,1,False
rev00314,u_ccd26605,r_62cd34,NYC,2025-12-17,5.0,36,True
rev00315,u_343e5d2c,r_62cd34,NYC,2025-12-07,5.0,85,True
rev00316,u_626fb12b,r_62cd34,NYC,2025-12-05,5.0,3,False
rev00317,u_2e99a288,r_62cd34,NYC,2025-12-05,5.0,3,False
rev00318,u_170b04d1,r_62cd34,NYC,2025-10-26,5.0,0,False
rev00319,u_d759e857,r_62cd34,NYC,2025-10-19,5.0,11,False
rev00320,u_80eccc67,r_62cd34,NYC,2025-10-12,5.0,3,False
rev00321,u_f74c536e,r_62cd34,NYC,2025-10-10,5.0,9,False
rev00322,u_115a9d60,r_62cd34,NYC,2025-10-03,5.0,1,False
rev00323,u_b8edb7f3,r_62cd34,NYC,2025-10-03,5.0,2,False
rev00324,u_861e43c5,r_62cd34,NYC,2025-10-03,5.0,1,False
rev00325,u_851b694e,r_62cd34,NYC,2025-09-28,5.0,6,False
rev00326,u_ded403c4,r_62cd34,NYC,2025-09-23,5.0,1,False
rev00327,u_ed780b03,r_62cd34,NYC,2025-09-15,5.0,20,True
rev00328,u_ed7d2cdf,r_62cd34,NYC,2025-09-13,5.0,7,False
rev00329,u_dc3347b1,r_62cd34,NYC,2025-08-22,5.0,8,False
rev00330,u_2c64cc24,r_62cd34,NYC,2025-08-19,5.0,1,False
rev00331,u_6d987940,r_62cd34,NYC,2025-08-19,2.0,2,False
rev00332,u_c5e22bb6,r_62cd34,NYC,2025-08-17,5.0,2,False
rev00333,u_fb6d5eaa,r_62cd34,NYC,2025-08-17,5.0,6,False
rev00334,u_4e4c2e71,r_62cd34,NYC,2025-08-15,4.0,3,False
rev00335,u_b7590e69,r_62cd34,NYC,2025-08-05,5.0,1,False
rev00336,u_c88ba418,r_62cd34,NYC,2025-08-03,5.0,5,False
rev00337,u_0acf1c2c,r_62cd34,NYC,2025-08-02,1.0,4,False
rev00338,u_58a1d038,r_62cd34,NYC,2025-07-30,5.0,2,False
rev00339,u_e5744441,r_62cd34,NYC,2025-07-30,5.0,7,False
rev00340,u_9f806164,r_62cd34,NYC,2025-07-19,1.0,1,False
rev00341,u_d761017f,r_62cd34,NYC,2025-07-12,5.0,10,True
rev00342,u_36df9609,r_62cd34,NYC,2025-07-12,5.0,1,False
rev00343,u_be9dc62c,r_62cd34,NYC,2025-07-12,5.0,2,False
rev00344,u_04b579ef,r_62cd34,NYC,2025-06-23,5.0,10,False
rev00345,u_bb9ce651,r_62cd34,NYC,2025-06-08,5.0,5,False
rev00346,u_62ebd53f,r_62cd34,NYC,2025-06-08,5.0,1,False
rev00347,u_c8bcfe06,r_62cd34,NYC,2025-06-08,5.0,3,False
rev00348,u_0b96f25b,r_62cd34,NYC,2025-06-08,5.0,1,False
rev00349,u_27b2dad0,r_62cd34,NYC,2025-05-21,4.0,50,True
rev00350,u_d6d3aca0,r_62cd34,NYC,2025-05-21,4.0,0,False
rev00351,u_7b6ed895,r_9c88ac,NYC,2026-03-22,5.0,14,True
rev00352,u_57767338,r_9c88ac,NYC,2026-03-22,5.0,3,False
rev00353,u_c22d8722,r_9c88ac,NYC,2026-03-22,5.0,2,False
rev00354,u_172ed6a9,r_9c88ac,NYC,2026-03-22,5.0,13,False
